timestamp,spm72_wm2,image,spm72_status,emi_timestamp,time_difference_s,node_id,temp_front,temp_rear,temp_pv_bifacial,current_front,current_rear,bme_temperature,bme_humidity,bme_pressure,arduino_uptime,series_id
2026-08-21T09:36:55.000Z,684,series/20260821_115655/20260821_123655.jpg,VALID,2026-08-21T09:36:59.154Z,4.154,1,48.75,49.25,31.75,62.8,106.7,32.5,48.51,995.6,9550,S05
2026-08-21T09:37:25.000Z,687,series/20260821_115655/20260821_123725.jpg,VALID,2026-08-21T09:37:29.181Z,4.181,1,49,49.25,31.75,63.2,107.5,32.08,49.21,995.6,9580,S05
2026-08-21T09:37:55.000Z,688,series/20260821_115655/20260821_123755.jpg,VALID,2026-08-21T09:37:59.170Z,4.17,1,48.75,49,31.75,63.2,107.4,31.45,49.82,995.6,9610,S05
2026-08-21T09:38:25.000Z,687,series/20260821_115655/20260821_123825.jpg,VALID,2026-08-21T09:38:29.179Z,4.179,1,48.75,49,31.75,63.1,107,30.72,51.29,995.6,9640,S05
2026-08-21T09:39:25.000Z,684,series/20260821_115655/20260821_123925.jpg,VALID,2026-08-21T09:39:29.200Z,4.2,1,48.25,48.5,31.75,62.8,106.6,31.4,50.64,995.6,9700,S05
2026-08-21T09:39:55.000Z,686,series/20260821_115655/20260821_123955.jpg,VALID,2026-08-21T09:39:59.219Z,4.219,1,48,48.25,31.5,63.1,107.1,31.61,50.35,995.6,9730,S05
2026-08-21T09:40:25.000Z,688,series/20260821_115655/20260821_124025.jpg,VALID,2026-08-21T09:40:29.217Z,4.217,1,47.75,48.25,31.5,63,107.2,31,50.41,995.5,9760,S05
2026-08-21T09:40:55.000Z,685,series/20260821_115655/20260821_124055.jpg,VALID,2026-08-21T09:40:59.230Z,4.23,1,47.75,48,31.5,62.7,106.8,31.14,50.71,995.5,9790,S05
2026-08-21T09:41:25.000Z,686,series/20260821_115655/20260821_124125.jpg,VALID,2026-08-21T09:41:29.242Z,4.242,1,47.5,48,31.5,62.7,106.6,31.34,50.62,995.5,9820,S05
2026-08-21T09:41:55.000Z,685,series/20260821_115655/20260821_124155.jpg,VALID,2026-08-21T09:41:59.418Z,4.418,1,47.5,48,31.5,62.9,106.9,31.73,49.89,995.5,9850,S05
2026-08-21T09:42:25.000Z,688,series/20260821_115655/20260821_124225.jpg,VALID,2026-08-21T09:42:29.262Z,4.262,1,47.5,48,31.5,63,107.2,31.95,49.34,995.5,9875,S05
2026-08-21T09:42:55.000Z,691,series/20260821_115655/20260821_124255.jpg,VALID,2026-08-21T09:42:59.267Z,4.267,1,47.5,48,31.5,63.6,108,32.28,48.93,995.5,9905,S05
2026-08-21T09:43:25.000Z,683,series/20260821_115655/20260821_124325.jpg,VALID,2026-08-21T09:43:29.275Z,4.275,1,47.75,48,31.5,62.7,106.7,32.52,49.12,995.5,9935,S05
2026-08-21T09:43:55.000Z,684,series/20260821_115655/20260821_124355.jpg,VALID,2026-08-21T09:43:59.285Z,4.285,1,47.75,48.25,31.5,62.6,106.5,32.52,48.59,995.5,9965,S05
